Dataset	ScanNumber	Ion Injection Time (ms)	Scan Event	Elapsed Scan Time (sec)	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
206281	732	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	733	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.16
206281	734	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.16
206281	735	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.16
206281	736	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.16
206281	737	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.16
206281	738	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.16
206281	739	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.16
206281	740	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.16
206281	741	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.16
206281	742	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	743	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	744	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.15
206281	745	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.15
206281	746	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.15
206281	747	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.15
206281	748	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.15
206281	749	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	750	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	751	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	752	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	753	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	754	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.11
206281	755	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.11
206281	756	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.11
206281	757	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	758	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	759	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	760	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.12
206281	761	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.12
206281	762	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.12
206281	763	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	764	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	765	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	766	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	767	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.13
206281	768	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	769	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	770	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	771	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	772	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	773	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	774	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	775	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	776	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	777	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	778	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	779	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	780	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	781	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	782	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	783	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	784	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.09
206281	785	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.09
206281	786	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.09
206281	787	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.09
206281	788	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.09
206281	789	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.09
206281	790	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.09
206281	791	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.09
206281	792	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.14
206281	793	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	794	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.14
206281	795	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	796	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	797	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	798	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.14
206281	799	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.14
206281	800	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.14
206281	801	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	802	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	803	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	804	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	805	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	806	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	807	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	808	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.12
206281	809	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	810	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	811	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	812	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	813	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	814	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.11
206281	815	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.11
206281	816	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.11
206281	817	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	818	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.11
206281	819	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	820	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	821	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	822	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	823	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	824	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	825	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	826	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	827	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.13
206281	828	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	829	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	830	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	831	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	832	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	833	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	834	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.12
206281	835	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	836	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	837	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	838	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	839	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	840	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	841	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	842	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	843	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	844	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	845	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	846	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.14
206281	847	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.14
206281	848	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.14
206281	849	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.14
206281	850	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.14
206281	851	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	852	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.15
206281	853	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.15
206281	854	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.15
206281	855	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.15
206281	856	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.15
206281	857	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	858	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.15
206281	859	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.15
206281	860	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	861	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	862	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.11
206281	863	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.11
206281	864	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.11
206281	865	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	866	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.11
206281	867	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	868	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	869	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	870	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.14
206281	871	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.14
206281	872	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.14
206281	873	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.14
206281	874	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.14
206281	875	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.14
206281	876	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	877	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	878	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	879	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	880	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.12
206281	881	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.12
206281	882	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.12
206281	883	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	884	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	885	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.14
206281	886	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.14
206281	887	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.14
206281	888	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.14
206281	889	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	890	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.14
206281	891	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	892	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	893	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	894	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	895	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	896	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	897	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	898	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.11
206281	899	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.11
206281	900	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.11
206281	901	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	902	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	903	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	904	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	905	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	906	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	907	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.13
206281	908	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.13
206281	909	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.13
206281	910	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	911	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.11
206281	912	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.11
206281	913	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	914	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.11
206281	915	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	916	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	917	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	918	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	919	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	920	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	921	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	922	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	923	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	924	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	925	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	926	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	927	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	928	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	929	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	930	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	931	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	932	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	933	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	934	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.11
206281	935	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.11
206281	936	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	937	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	938	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	939	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	940	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	941	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	942	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	943	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.13
206281	944	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.13
206281	945	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.14
206281	946	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.14
206281	947	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.14
206281	948	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.14
206281	949	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	950	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.14
206281	951	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	952	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	953	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	954	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.15
206281	955	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.15
206281	956	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.15
206281	957	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.15
206281	958	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	959	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	960	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.15
206281	961	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	962	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.11
206281	963	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	964	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	965	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	966	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	967	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	968	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
