Dataset	ScanNumber	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
407579	1597	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1598	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1599	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1600	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1601	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1602	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1603	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1604	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1605	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1606	0.067	1.78	1	610.0852	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1607	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1608	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1609	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1610	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1611	0.067	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1612	0.065	1.78	1	609.9904	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1613	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1614	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1615	0.057	1.78	1	610.0856	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1616	0.057	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1617	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1618	0.056	1.78	1	610.0923	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.38
407579	1619	0.072	1.78	1	609.9914	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	1620	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1621	0.072	1.78	1	223.0193	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1622	0.066	1.78	1	223.0158	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1623	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1624	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1625	0.076	1.78	1	223.0260	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1626	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1627	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1628	0.076	1.78	1	223.0451	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1629	0.081	1.78	1	223.0728	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1630	0.086	1.78	1	222.9798	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1631	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1632	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1633	0.097	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1634	0.085	1.78	1	222.9651	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1635	0.087	1.78	1	223.0264	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1636	0.101	1.78	1	223.0041	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1637	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1638	0.103	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1639	0.099	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1640	0.097	1.78	1	223.0406	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1641	0.098	1.78	1	222.9349	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1642	0.099	1.78	1	223.0956	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1643	0.101	1.78	1	223.0180	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1644	0.097	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1645	0.088	1.78	1	223.0199	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	1646	0.104	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1647	0.099	1.78	1	195.0449	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1648	0.110	1.78	1	195.0641	ITMS + p NSI Z ms [150.00-2000.00]	2.27	0.41
407579	1649	0.102	1.78	1	195.0684	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1650	0.087	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1651	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1652	0.099	1.78	1	195.0695	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1653	0.110	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1654	0.102	1.78	1	223.0074	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1655	0.104	1.78	1	195.0509	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1656	0.104	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1657	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1658	0.105	1.78	1	195.0830	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1659	0.105	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1660	0.108	1.78	1	222.9929	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1661	0.105	1.78	1	222.9255	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1662	0.099	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1663	0.095	1.78	1	195.0604	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1664	0.100	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1665	0.104	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1666	0.108	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1667	0.110	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1668	0.096	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1669	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1670	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1671	0.103	1.78	1	195.0625	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1672	0.105	1.78	1	195.0450	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1673	0.101	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1674	0.088	1.78	1	223.0715	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1675	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1676	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1677	0.098	1.78	1	195.0447	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1678	0.104	1.78	1	223.0441	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1679	0.104	1.78	1	223.0093	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1680	0.090	1.78	1	195.0401	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1681	0.083	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1682	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1683	0.097	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1684	0.096	1.78	1	195.0477	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1685	0.101	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1686	0.096	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1687	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1688	0.098	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1689	0.084	1.78	1	195.0608	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1690	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1691	0.104	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1692	0.101	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1693	0.081	1.78	1	223.0597	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1694	0.094	1.78	1	195.0706	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1695	0.094	1.78	1	195.0428	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1696	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1697	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1698	0.092	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1699	0.079	1.78	1	222.9662	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1700	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1701	0.105	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1702	0.080	1.78	1	223.0702	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1703	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1704	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1705	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1706	0.084	1.78	1	195.0948	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1707	0.099	1.78	1	195.0789	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1708	0.091	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1709	0.094	1.78	1	222.9996	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1710	0.096	1.78	1	222.8857	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.39
407579	1711	0.086	1.78	1	223.0389	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1712	0.088	1.78	1	223.0004	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1713	0.095	1.78	1	223.0470	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1714	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1715	0.085	1.78	1	223.0470	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1716	0.095	1.78	1	223.0896	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1717	0.097	1.78	1	195.0109	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.27
407579	1718	0.093	1.78	1	195.0493	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1719	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1720	0.087	1.78	1	223.0564	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1721	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1722	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1723	0.088	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1724	0.098	1.78	1	195.0538	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1725	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1726	0.073	1.78	1	222.9944	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1727	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1728	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1729	0.091	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1730	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1731	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1732	0.081	1.78	1	223.0123	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1733	0.087	1.78	1	195.0777	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1734	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1735	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1736	0.087	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1737	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1738	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1739	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1740	0.076	1.78	1	684.1104	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1741	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1742	0.070	1.78	1	684.1238	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1743	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1744	0.056	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1745	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1746	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1747	0.059	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1748	0.054	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	1749	0.054	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	1750	0.052	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1751	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1752	0.056	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1753	0.057	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1754	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1755	0.054	1.78	1	684.1375	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1756	0.057	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1757	0.047	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.27
407579	1758	0.059	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1759	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1760	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1761	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.38
407579	1762	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1763	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1764	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1765	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1766	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1767	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1768	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1769	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1770	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1771	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1772	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1773	0.088	1.78	1	684.0868	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1774	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1775	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1776	0.079	1.78	1	195.0508	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1777	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1778	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1779	0.073	1.78	1	624.0747	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1780	0.078	1.78	1	624.0442	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1781	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1782	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1783	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1784	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1785	0.078	1.78	1	223.0284	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1786	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1787	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1788	0.081	1.78	1	624.0737	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1789	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1790	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1791	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1792	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1793	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1794	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1795	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1796	0.078	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1797	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1798	0.080	1.78	1	623.9358	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1799	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1800	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1801	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.39
407579	1802	0.078	1.78	1	222.9955	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1803	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1804	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1805	0.078	1.78	1	222.9677	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1806	0.080	1.78	1	223.0279	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1807	0.075	1.78	1	223.0216	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1808	0.082	1.78	1	222.9703	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1809	0.077	1.78	1	223.0276	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.29
407579	1810	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1811	0.077	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1812	0.082	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1813	0.075	1.78	1	195.0273	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1814	0.072	1.78	1	223.0381	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1815	0.089	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1816	0.076	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1817	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1818	0.076	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1819	0.082	1.78	1	223.0689	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1820	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1821	0.069	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1822	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1823	0.080	1.78	1	195.0797	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1824	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1825	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.40
407579	1826	0.071	1.78	1	223.0535	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1827	0.071	1.78	1	223.0725	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1828	0.064	1.78	1	548.0773	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1829	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1830	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1831	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1832	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1833	0.086	1.78	1	548.2975	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1834	0.078	1.78	1	548.1867	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1835	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1836	0.087	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1837	0.076	1.78	1	195.0639	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1838	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1839	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1840	0.079	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1841	0.083	1.78	1	195.0961	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1842	0.087	1.78	1	223.0553	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1843	0.082	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1844	0.078	1.78	1	223.1040	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1845	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1846	0.077	1.78	1	195.0843	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1847	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1848	0.082	1.78	1	195.0763	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1849	0.072	1.78	1	223.0998	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1850	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1851	0.068	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1852	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1853	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1854	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.26
407579	1855	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1856	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1857	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1858	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1859	0.056	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1860	0.060	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.24
407579	1861	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1862	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1863	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1864	0.054	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1865	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.34
407579	1866	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.38
407579	1867	0.056	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1868	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
