Dataset	ScanNumber	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
407579	1869	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1870	0.059	1.78	1	758.1100	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1871	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1872	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1873	0.047	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1874	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1875	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1876	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1877	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1878	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.35
407579	1879	0.060	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1880	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1881	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1882	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1883	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1884	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1885	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1886	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1887	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1888	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1889	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1890	0.059	1.78	1	698.0104	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1891	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1892	0.069	1.78	1	698.0558	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1893	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1894	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1895	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1896	0.072	1.78	1	697.9909	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1897	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1898	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1899	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1900	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1901	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1902	0.070	1.78	1	697.9338	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1903	0.068	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.33
407579	1904	0.073	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1905	0.079	1.78	1	223.0746	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1906	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.28
407579	1907	0.074	1.78	1	223.0495	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1908	0.072	1.78	1	222.9883	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1909	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1910	0.072	1.78	1	223.0290	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1911	0.082	1.78	1	222.9746	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1912	0.087	1.78	1	223.1038	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1913	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1914	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1915	0.077	1.78	1	223.0139	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1916	0.077	1.78	1	223.0660	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1917	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1918	0.080	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1919	0.071	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1920	0.080	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1921	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1922	0.075	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.19
407579	1923	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1924	0.066	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1925	0.082	1.78	1	222.9823	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1926	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1927	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1928	0.075	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1929	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1930	0.080	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1931	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1932	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1933	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1934	0.069	1.78	1	223.0574	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1935	0.080	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1936	0.082	1.78	1	222.9999	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1937	0.073	1.78	1	223.0404	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1938	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1939	0.083	1.78	1	195.0657	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1940	0.076	1.78	1	195.0337	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1941	0.079	1.78	1	222.9445	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1942	0.076	1.78	1	223.0110	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1943	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1944	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1945	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1946	0.072	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1947	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1948	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1949	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1950	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1951	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1952	0.062	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	1953	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1954	0.059	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1955	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	1956	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.33
407579	1957	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1958	0.060	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	1959	0.056	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1960	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1961	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1962	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1963	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	1964	0.071	1.78	1	832.1110	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	1965	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1966	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1967	0.071	1.78	1	832.9968	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.30
407579	1968	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.33
407579	1969	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1970	0.078	1.78	1	772.0735	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1971	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1972	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	1973	0.076	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1974	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1975	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1976	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1977	0.075	1.78	1	772.0493	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1978	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	1979	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	1980	0.079	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1981	0.064	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.33
407579	1982	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1983	0.082	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1984	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1985	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1986	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1987	0.068	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1988	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	1989	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	1990	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	1991	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	1992	0.080	1.78	1	195.0475	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1993	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1994	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1995	0.072	1.78	1	195.0757	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.29
407579	1996	0.066	1.78	1	195.0714	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	1997	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	1998	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	1999	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2000	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2001	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2002	0.084	1.78	1	195.0644	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2003	0.083	1.78	1	195.0843	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2004	0.077	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2005	0.083	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2006	0.086	1.78	1	195.0971	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2007	0.080	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2008	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2009	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2010	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2011	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2012	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2013	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2014	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2015	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2016	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2017	0.067	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2018	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2019	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2020	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2021	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2022	0.068	1.78	1	906.1462	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2023	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2024	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2025	0.060	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2026	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2027	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2028	0.077	1.78	1	906.0836	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2029	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.21
407579	2030	0.054	1.78	1	906.0471	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2031	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2032	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2033	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.30
407579	2034	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2035	0.080	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2036	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	2037	0.076	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2038	0.079	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2039	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2040	0.079	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2041	0.075	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2042	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2043	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2044	0.082	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2045	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2046	0.083	1.78	3	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2047	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.30
407579	2048	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	2049	0.084	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.26
407579	2050	0.080	1.78	1	223.0807	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2051	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2052	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2053	0.081	1.78	1	223.0701	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2054	0.078	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2055	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2056	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2057	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2058	0.083	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2059	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2060	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2061	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2062	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2063	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2064	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2065	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.15
407579	2066	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.15
407579	2067	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2068	0.061	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2069	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2070	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2071	0.061	1.78	1	980.0871	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2072	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2073	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2074	0.064	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2075	0.050	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2076	0.067	1.78	1	979.9959	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2077	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2078	0.068	1.78	1	980.1409	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2079	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2080	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2081	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2082	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.25
407579	2083	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2084	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2085	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2086	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2087	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2088	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2089	0.077	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2090	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2091	0.076	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2092	0.084	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2093	0.083	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2094	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2095	0.088	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2096	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2097	0.068	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2098	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2099	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2100	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2101	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2102	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2103	0.078	1.78	1	195.0894	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2104	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2105	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2106	0.075	1.78	1	223.0832	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2107	0.081	1.78	1	1054.0769	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2108	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2109	0.077	1.78	1	1054.1414	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2110	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2111	0.074	1.78	1	1055.0254	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2112	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2113	0.067	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2114	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2115	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2116	0.069	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2117	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2118	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2119	0.059	1.78	1	1054.1129	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2120	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2121	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2122	0.072	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.25
407579	2123	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2124	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2125	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	2126	0.074	1.78	1	223.0101	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2127	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2128	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2129	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2130	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2131	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2132	0.080	1.78	1	223.1024	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2133	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2134	0.076	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2135	0.089	1.78	1	812.4224	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2136	0.081	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2137	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2138	0.072	1.78	1	812.2884	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2139	0.085	1.78	1	222.9910	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2140	0.087	1.78	1	195.0678	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2141	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2142	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2143	0.073	1.78	1	812.2822	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
