Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text	Source TMP Temperature (°C)
286691	1114	100.000	30.96	67865528.7841	-16138890.8592	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1115	100.000	30.96	67865529.5720	-16138891.2332	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1116	100.000	30.96	67865529.5792	-16138891.2362	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1117	100.000	30.96	67865529.7369	-16138891.3119	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1118	100.000	30.96	67865529.5298	-16138891.2125	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1119	100.000	30.96	67865529.9326	-16138891.4044	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1120	100.000	30.96	67865529.7678	-16138891.3256	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1121	100.000	30.96	67865529.9180	-16138891.3973	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1122	100.000	30.96	67865530.0556	-16138891.4626	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1123	100.000	30.96	67865529.8098	-16138891.3469	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1124	100.000	30.96	67865530.1379	-16138891.5021	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1125	100.000	30.96	67865529.9927	-16138891.4340	-5.39	-0.01	5.000	-0.212	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1126	100.000	30.96	67865530.1386	-16138891.5025	-5.39	-0.01	5.000	-0.212	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1127	100.000	30.96	67865530.2602	-16138891.5608	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1128	100.000	30.96	67865529.6714	-16138891.2802	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1129	100.000	30.96	67865530.2917	-16138891.5761	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1130	100.000	30.96	67865529.2459	-16138891.0782	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1131	100.000	30.96	67865530.2424	-16138891.5517	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1132	100.000	30.96	67865530.1092	-16138891.4887	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1133	100.000	30.96	67865529.6865	-16138891.2875	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1134	100.000	30.96	67865529.5150	-16138891.2067	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1135	100.000	30.96	67865529.6203	-16138891.2562	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1136	100.000	30.96	67865529.7446	-16138891.3160	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1137	100.000	30.96	67865529.6647	-16138891.2771	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1138	100.000	30.96	67865529.8003	-16138891.3420	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1139	100.000	30.96	67865529.9747	-16138891.4249	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1140	100.000	30.96	67865530.1058	-16138891.4872	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1141	100.000	30.96	67865530.3343	-16138891.5956	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1142	100.000	30.96	67865529.6353	-16138891.2631	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1143	100.000	30.96	67865529.9691	-16138891.4225	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1144	100.000	30.96	67865529.7192	-16138891.3030	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1145	100.000	30.96	67865530.0917	-16138891.4801	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1146	100.000	30.96	67865530.1144	-16138891.4912	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1147	100.000	30.96	67865530.2278	-16138891.5444	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1148	100.000	30.96	67865529.2880	-16138891.0980	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1149	100.000	30.96	67865529.8859	-16138891.3819	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1150	100.000	30.96	67865530.1068	-16138891.4873	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1151	100.000	30.96	67865529.6190	-16138891.2560	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1152	100.000	30.96	67865530.2326	-16138891.5475	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1153	100.000	30.96	67865529.9935	-16138891.4336	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1154	100.000	30.96	67865529.8498	-16138891.3643	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1155	100.000	30.96	67865530.0033	-16138891.4384	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1156	100.000	30.96	67865530.4860	-16138891.6678	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1157	100.000	30.96	67865530.0816	-16138891.4745	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1158	100.000	30.96	67865530.1022	-16138891.4856	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1159	100.000	30.96	67865529.9978	-16138891.4355	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1160	100.000	30.96	67865530.1610	-16138891.5138	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1161	100.000	30.96	67865529.7700	-16138891.3277	-5.39	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1162	100.000	30.96	67865529.9036	-16138891.3904	-5.39	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1163	100.000	30.96	67865530.1814	-16138891.5232	-5.39	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1164	100.000	30.96	67865529.7835	-16138891.3344	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1165	100.000	30.96	67865529.9092	-16138891.3935	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1166	100.000	30.96	67865530.4338	-16138891.6433	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1167	100.000	30.96	67865529.3026	-16138891.1050	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1168	100.000	30.96	67865530.0157	-16138891.4440	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1169	100.000	30.96	67865529.7442	-16138891.3158	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1170	100.000	30.96	67865530.4106	-16138891.6320	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1171	100.000	30.96	67865529.5626	-16138891.2281	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1172	100.000	30.96	67865529.7224	-16138891.3052	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1173	100.000	30.96	67865530.1985	-16138891.5304	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1174	100.000	30.96	67865529.9143	-16138891.3957	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1175	100.000	30.96	67865529.7220	-16138891.3045	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1176	100.000	30.96	67865529.6891	-16138891.2890	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1177	100.000	30.96	67865529.8503	-16138891.3659	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1178	100.000	30.96	67865529.4736	-16138891.1865	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1179	100.000	30.96	67865529.3665	-16138891.1356	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1180	100.000	30.96	67865530.2513	-16138891.5556	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1181	100.000	30.96	67865529.6255	-16138891.2592	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1182	100.000	30.96	67865529.7508	-16138891.3182	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1183	100.000	30.96	67865530.2499	-16138891.5559	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1184	100.000	30.96	67865530.1492	-16138891.5078	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1185	100.000	30.96	67865529.9669	-16138891.4214	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1186	100.000	30.96	67865529.9057	-16138891.3923	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1187	100.000	30.96	67865530.1701	-16138891.5172	-5.39	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1188	100.000	30.96	67865529.5989	-16138891.2465	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1189	100.000	30.96	67865529.6050	-16138891.2488	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1190	100.000	30.96	67865530.0182	-16138891.4452	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1191	100.000	30.96	67865530.0448	-16138891.4585	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1192	100.000	30.96	67865529.6717	-16138891.2804	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1193	100.000	30.96	67865529.9566	-16138891.4161	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1194	100.000	30.96	67865529.7522	-16138891.3186	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1195	100.000	30.96	67865530.0705	-16138891.4704	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1196	100.000	30.96	67865530.0850	-16138891.4766	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1197	100.000	30.96	67865530.3384	-16138891.5976	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1198	100.000	30.96	67865529.6821	-16138891.2853	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1199	100.000	30.96	67865530.3278	-16138891.5925	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1200	100.000	30.96	67865529.9354	-16138891.4062	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1201	100.000	30.96	67865530.0431	-16138891.4574	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1202	100.000	30.96	67865530.1205	-16138891.4944	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1203	100.000	30.96	67865529.9283	-16138891.4034	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1204	100.000	30.96	67865529.9640	-16138891.4199	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1205	100.000	30.96	67865530.1211	-16138891.4938	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1206	100.000	30.96	67865529.7109	-16138891.2998	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1207	100.000	30.96	67865529.9771	-16138891.4261	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1208	100.000	30.96	67865529.7374	-16138891.3118	-5.39	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1209	100.000	30.96	67865530.0362	-16138891.4544	-5.39	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1210	100.000	30.96	67865529.9302	-16138891.4043	-5.39	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1211	100.000	30.96	67865529.8474	-16138891.3639	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1212	100.000	30.96	67865529.4860	-16138891.1926	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1213	100.000	30.96	67865529.7760	-16138891.3305	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1214	100.000	30.96	67865529.7219	-16138891.3046	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1215	100.000	30.96	67865529.2973	-16138891.1031	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1216	100.000	30.96	67865529.5991	-16138891.2464	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1217	100.000	30.96	67865529.4303	-16138891.1661	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1218	100.000	30.96	67865529.2527	-16138891.0809	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1219	100.000	30.96	67865529.2770	-16138891.0933	-5.39	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1220	100.000	30.96	67865529.4027	-16138891.1518	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1221	100.000	30.96	67865529.0672	-16138890.9932	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1222	100.000	30.96	67865528.2889	-16138890.6230	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1223	100.000	30.96	67865528.2285	-16138890.5938	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1224	100.000	30.96	67865528.6407	-16138890.7903	-5.39	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1225	100.000	30.96	67865528.3550	-16138890.6539	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1226	100.000	30.96	67865528.4155	-16138890.6832	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1227	100.000	30.96	67865526.0060	-16138889.5370	-5.39	-0.04	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1228	100.000	30.96	67865531.4538	-16138892.1275	-5.39	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1229	100.000	30.96	67865531.4151	-16138892.1096	-5.39	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1230	100.000	30.96	67865531.3884	-16138892.0971	-5.39	0	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1231	100.000	30.96	67865531.3791	-16138892.0923	-5.39	0	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1232	100.000	30.96	67865531.3513	-16138892.0791	-5.39	0	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1233	100.000	30.96	67865531.4102	-16138892.1075	-5.39	0	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1234	100.000	30.96	67865531.4309	-16138892.1170	-5.39	0	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1235	100.000	30.96	67865531.3869	-16138892.0958	-5.39	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1236	100.000	30.96	67865526.5409	-16138889.7922	-5.39	-0.04	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1237	100.000	30.96	67865527.6340	-16138890.3111	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1238	100.000	30.96	67865527.8342	-16138890.4068	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1239	100.000	30.96	67865527.7040	-16138890.3452	-5.39	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1240	100.000	30.96	67865527.9472	-16138890.4606	-5.39	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1241	100.000	30.96	67865528.2040	-16138890.5827	-5.39	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1242	100.000	30.96	67865527.6127	-16138890.3016	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1243	100.000	30.96	67865527.8150	-16138890.3977	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1244	100.000	30.96	67865527.8868	-16138890.4319	-5.39	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1245	100.000	30.96	67865527.8617	-16138890.4195	-5.39	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1246	100.000	30.96	67865527.5509	-16138890.2721	-5.39	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1247	100.000	30.96	67865527.9028	-16138890.4390	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1248	100.000	30.96	67865527.4084	-16138890.2040	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1249	100.000	30.96	67865527.9292	-16138890.4524	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1250	100.000	30.96	67865527.6818	-16138890.3338	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1251	100.000	30.96	67865527.9055	-16138890.4405	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1252	100.000	30.96	67865528.0069	-16138890.4892	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1253	100.000	30.96	67865527.7021	-16138890.3449	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1254	100.000	30.96	67865528.0041	-16138890.4879	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1255	100.000	30.96	67865527.9197	-16138890.4473	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1256	100.000	30.96	67865528.0873	-16138890.5278	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1257	100.000	30.96	67865527.7575	-16138890.3707	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1258	100.000	30.96	67865527.2148	-16138890.1119	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1259	100.000	30.96	67865527.3775	-16138890.1893	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1260	100.000	30.96	67865527.2357	-16138890.1218	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1261	100.000	30.96	67865527.7973	-16138890.3894	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1262	100.000	30.96	67865527.8661	-16138890.4223	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1263	100.000	30.96	67865527.5258	-16138890.2599	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1264	100.000	30.96	67865527.6794	-16138890.3326	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1265	100.000	30.96	67865528.3548	-16138890.6552	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1266	100.000	30.96	67865527.8629	-16138890.4205	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1267	100.000	30.96	67865527.1983	-16138890.1039	-5.39	-0.04	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1268	100.000	30.96	67865527.8653	-16138890.4219	-5.39	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1269	100.000	30.96	67865527.7970	-16138890.3892	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1270	100.000	30.96	67865527.8501	-16138890.4149	-5.39	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1271	100.000	30.96	67865527.6217	-16138890.3059	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	1272	100.000	30.96	67865528.1517	-16138890.5570	-5.39	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
