Dataset	ScanNumber	Elapsed Scan Time (sec)	Average Scan by Inst	Micro Scan count	Collision Mode	Scan Filter Text	Source Temperature
232087	614	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	615	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	616	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	617	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	618	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	619	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	620	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	621	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.58
232087	622	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.58
232087	623	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.58
232087	624	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.58
232087	625	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.58
232087	626	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.58
232087	627	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.58
232087	628	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	629	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	630	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	631	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	632	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
232087	633	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	634	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	635	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	636	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	637	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	638	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	639	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	640	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.58
232087	641	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.58
232087	642	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.58
232087	643	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.58
232087	644	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.58
232087	645	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.58
232087	646	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.58
232087	647	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	648	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	649	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	650	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	651	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
232087	652	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	653	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	654	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	655	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	656	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	657	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	658	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	659	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	660	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	661	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	662	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	663	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	664	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	665	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	666	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	667	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	668	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	669	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	670	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.70
232087	671	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.70
232087	672	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.70
232087	673	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.70
232087	674	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.70
232087	675	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.70
232087	676	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.70
232087	677	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.70
232087	678	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	679	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	680	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	681	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	682	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	683	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	684	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	685	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	686	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	687	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	688	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	689	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.70
232087	690	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.70
232087	691	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.70
232087	692	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.70
232087	693	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.70
232087	694	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.70
232087	695	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.70
232087	696	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.70
232087	697	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	698	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	699	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	700	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	701	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	702	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	703	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	704	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	705	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	706	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	707	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	708	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.70
232087	709	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.70
232087	710	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.70
232087	711	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.70
232087	712	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.70
232087	713	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.70
232087	714	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.70
232087	715	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.70
232087	716	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	717	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	718	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	719	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	720	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	721	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	722	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	723	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	724	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	725	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	726	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	727	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.70
232087	728	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.70
232087	729	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.70
232087	730	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.70
232087	731	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.70
232087	732	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.70
232087	733	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.70
232087	734	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.70
232087	735	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	736	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	737	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	738	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	739	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	740	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	741	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	742	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	743	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	744	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	745	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	746	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.70
232087	747	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.70
232087	748	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.70
232087	749	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.70
232087	750	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.70
232087	751	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.70
232087	752	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.70
232087	753	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.70
232087	754	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	755	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	756	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	757	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	758	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	759	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	760	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	761	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	762	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	763	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	764	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	765	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.70
232087	766	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.70
232087	767	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.70
232087	768	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.70
232087	769	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.70
232087	770	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.70
232087	771	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.70
232087	772	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.70
232087	773	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.70
232087	774	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.70
232087	775	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.70
232087	776	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.70
232087	777	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.70
232087	778	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.70
232087	779	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.70
232087	780	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.70
232087	781	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.70
232087	782	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.70
232087	783	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.70
232087	784	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	785	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	786	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	787	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	788	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	789	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	790	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	791	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	792	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	793	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	794	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	795	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	796	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.05
232087	797	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.05
232087	798	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.05
232087	799	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.05
232087	800	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.05
232087	801	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.05
232087	802	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.05
232087	803	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	804	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	805	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	806	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	807	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	808	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	809	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	810	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	811	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	812	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	813	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	814	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	815	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.05
232087	816	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.05
232087	817	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.05
232087	818	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.05
232087	819	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.05
232087	820	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.05
232087	821	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.05
232087	822	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	823	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	824	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	825	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	826	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	827	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	828	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	829	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	830	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	831	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	832	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	833	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	834	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.05
232087	835	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.05
232087	836	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.05
232087	837	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.05
232087	838	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.05
232087	839	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.05
232087	840	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.05
232087	841	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	842	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	843	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	844	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	845	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	846	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	847	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	848	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	849	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	850	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	851	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	852	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	853	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.05
232087	854	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.05
232087	855	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.05
232087	856	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.05
232087	857	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.05
232087	858	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.05
232087	859	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.05
232087	860	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	861	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	862	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	863	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	864	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	865	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	866	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	867	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	868	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	869	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	870	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	871	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	872	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.05
232087	873	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.05
232087	874	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.05
232087	875	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.05
232087	876	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.05
232087	877	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.05
232087	878	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.05
232087	879	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	880	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	881	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	882	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	883	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	884	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	885	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	886	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	887	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	888	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	889	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	890	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	891	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.05
232087	892	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.05
232087	893	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.05
232087	894	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.05
232087	895	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.05
232087	896	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.05
232087	897	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.05
232087	898	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.05
232087	899	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.05
232087	900	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.05
232087	901	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.05
232087	902	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.05
232087	903	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.05
232087	904	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.05
232087	905	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.05
232087	906	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.05
232087	907	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.05
232087	908	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.05
232087	909	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.05
232087	910	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.39
232087	911	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.39
232087	912	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.39
232087	913	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.39
232087	914	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.39
232087	915	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.39
232087	916	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.39
232087	917	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.39
232087	918	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.39
232087	919	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.39
232087	920	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.39
232087	921	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.39
232087	922	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.39
