Dataset	ScanNumber	AGC	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Orbitrap Resolution	Dependency Type	Master Scan Number	Monoisotopic M/Z	Charge State	HCD Energy	MS2 Isolation Width	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	Resolution Comp. (ppm)	RawOvFtT	Injection t0	Collision Mode	Scan Filter Text	Source Pressure
706505	577	Predicted	7.579	0.255	30000	1	574	0	2	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	293141.2	0.003	sa_hcd	FTMS + c ESI d sa Full ms2 649.8486@etd121.47 649.8486@hcd30.00 [100.0000-1310.0000]	2.557
706505	578	Predicted	7.579	0.262	30000	1	574	0	2	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	258131.3	0.028	sa_cid	FTMS + c ESI d sa Full ms2 649.8486@etd121.47 649.8486@cid30.00 [100.0000-1310.0000]	2.557
706505	579	Predicted	42.830	0.287	30000	1	575	0	2	-1.00	1.60	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	436880.4	0.003	etd	FTMS + c ESI d Full ms2 583.2988@etd121.47 [100.0000-1177.0000]	2.557
706505	580	Predicted	34.704	0.282	30000	1	575	0	2	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	399652.3	-0.005	sa_hcd	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@hcd30.00 [100.0000-1177.0000]	2.566
706505	581	Predicted	34.704	0.289	30000	1	575	0	2	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	421858.8	0.002	sa_cid	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@cid30.00 [100.0000-1177.0000]	2.566
706505	582	On	0.262	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723732.421954	-151810972.812054	-6.75	-0.15	-0.17	569812.1	-0.010		FTMS + p ESI Full ms [350.0000-2000.0000]	2.566
706505	583	Predicted	0.350	0.199	30000	1	561	0	3	-25.99	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	477522.5	0.036	hcd	FTMS + c ESI d Full ms2 432.8998@hcd30.00 [100.0000-1309.0000]	2.566
706505	584	Predicted	0.359	0.135	30000	1	561	0	3	-26.01	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	421670.4	0.023	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]	2.566
706505	585	Predicted	7.211	0.368	30000	1	561	0	2	-35.71	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	663931.1	0.026	hcd	FTMS + c ESI d Full ms2 648.8462@hcd30.00 [100.0000-1308.0000]	2.566
706505	586	Predicted	0.372	0.221	30000	1	583	0	3	-1.00	1.60	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	540807.6	0.007	etd	FTMS + c ESI d Full ms2 432.8998@etd53.99 [100.0000-1309.0000]	2.566
706505	587	Predicted	0.352	0.180	30000	1	583	0	3	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	436227.6	-0.019	sa_hcd	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@hcd30.00 [100.0000-1309.0000]	2.566
706505	588	Predicted	0.352	0.197	30000	1	583	0	3	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	304984.7	-0.005	sa_cid	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@cid30.00 [100.0000-1309.0000]	2.566
706505	589	Predicted	0.419	0.178	30000	1	584	0	3	-1.00	1.60	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	318969.8	-0.021	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.566
706505	590	Predicted	0.377	0.180	30000	1	584	0	3	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	309009.8	-0.054	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.566
706505	591	Predicted	0.377	0.197	30000	1	584	0	3	-1.00	2.00	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	367005.4	-0.044	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.551
706505	592	Predicted	8.068	0.252	30000	1	585	0	2	-1.00	1.60	211723797.503021	-151811066.138157	-6.75	-0.08	-0.09	391496.4	-0.024	etd	FTMS + c ESI d Full ms2 648.8462@etd121.47 [100.0000-1308.0000]	2.551
