Dataset	ScanNumber	AGC	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Orbitrap Resolution	Dependency Type	Master Scan Number	Monoisotopic M/Z	Charge State	HCD Energy	MS2 Isolation Width	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	Resolution Comp. (ppm)	RawOvFtT	Injection t0	Collision Mode	Scan Filter Text	Source Pressure
706505	852	Predicted	63.518	0.307	30000	1	848	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	614739.8	0.014	etd	FTMS + c ESI d Full ms2 583.2983@etd121.47 [100.0000-1177.0000]	2.555
706505	853	Predicted	57.818	0.305	30000	1	848	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	609015.9	-0.008	sa_hcd	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@hcd30.00 [100.0000-1177.0000]	2.555
706505	854	Predicted	57.818	0.312	30000	1	848	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	611877.4	0.002	sa_cid	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@cid30.00 [100.0000-1177.0000]	2.555
706505	855	On	0.232	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723743.972943	-151810989.366484	-6.75	-0.13	-0.17	503573.5	-0.018		FTMS + p ESI Full ms [350.0000-2000.0000]	2.555
706505	856	Predicted	0.500	0.199	30000	1	834	0	3	-25.99	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	835043.2	0.036	hcd	FTMS + c ESI d Full ms2 432.9000@hcd30.00 [100.0000-1309.0000]	2.555
706505	857	Predicted	0.525	0.135	30000	1	834	0	3	-26.01	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	549193.6	0.039	hcd	FTMS + c ESI d Full ms2 433.9023@hcd30.00 [100.0000-1312.0000]	2.555
706505	858	Predicted	7.960	0.270	30000	1	834	0	2	-35.71	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	675669.6	0.028	hcd	FTMS + c ESI d Full ms2 648.8463@hcd30.00 [100.0000-1308.0000]	2.555
706505	859	Predicted	0.418	0.207	30000	1	856	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	609232.6	0.003	etd	FTMS + c ESI d Full ms2 432.9000@etd53.99 [100.0000-1309.0000]	2.555
706505	860	Predicted	0.396	0.180	30000	1	856	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	542696.8	0.006	sa_hcd	FTMS + c ESI d sa Full ms2 432.9000@etd53.99 432.9000@hcd30.00 [100.0000-1309.0000]	2.553
706505	861	Predicted	0.396	0.197	30000	1	856	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	471942.5	0.004	sa_cid	FTMS + c ESI d sa Full ms2 432.9000@etd53.99 432.9000@cid30.00 [100.0000-1309.0000]	2.553
706505	862	Predicted	0.454	0.177	30000	1	857	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	358016.2	0.002	etd	FTMS + c ESI d Full ms2 433.9023@etd53.99 [100.0000-1312.0000]	2.553
706505	863	Predicted	0.414	0.180	30000	1	857	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	372345.2	-0.036	sa_hcd	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@hcd30.00 [100.0000-1312.0000]	2.553
706505	864	Predicted	0.414	0.197	30000	1	857	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	373945.4	-0.050	sa_cid	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@cid30.00 [100.0000-1312.0000]	2.553
706505	865	Predicted	10.192	0.254	30000	1	858	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	481097.9	-0.016	etd	FTMS + c ESI d Full ms2 648.8463@etd121.47 [100.0000-1308.0000]	2.553
706505	866	Predicted	9.380	0.256	30000	1	858	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	465447.5	0.010	sa_hcd	FTMS + c ESI d sa Full ms2 648.8463@etd121.47 648.8463@hcd30.00 [100.0000-1308.0000]	2.553
706505	867	Predicted	9.380	0.264	30000	1	858	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	483540.9	-0.009	sa_cid	FTMS + c ESI d sa Full ms2 648.8463@etd121.47 648.8463@cid30.00 [100.0000-1308.0000]	2.553
706505	868	Predicted	7.460	0.135	30000	1	834	0	2	-35.76	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	471670.4	0.027	hcd	FTMS + c ESI d Full ms2 649.8488@hcd30.00 [100.0000-1310.0000]	2.553
706505	869	Predicted	57.810	0.141	30000	1	834	0	2	-32.55	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	991057.7	0.034	hcd	FTMS + c ESI d Full ms2 583.2991@hcd30.00 [100.0000-1177.0000]	2.553
706505	870	Predicted	12.469	0.256	30000	1	868	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	376738.3	-0.035	etd	FTMS + c ESI d Full ms2 649.8488@etd121.47 [100.0000-1310.0000]	2.553
706505	871	Predicted	11.382	0.258	30000	1	868	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	381727.2	0.012	sa_hcd	FTMS + c ESI d sa Full ms2 649.8488@etd121.47 649.8488@hcd30.00 [100.0000-1310.0000]	2.553
706505	872	Predicted	11.382	0.266	30000	1	868	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	366089.2	-0.012	sa_cid	FTMS + c ESI d sa Full ms2 649.8488@etd121.47 649.8488@cid30.00 [100.0000-1310.0000]	2.553
706505	873	Predicted	47.454	0.291	30000	1	869	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	502248.4	0	etd	FTMS + c ESI d Full ms2 583.2991@etd121.47 [100.0000-1177.0000]	2.557
706505	874	Predicted	42.866	0.290	30000	1	869	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	515039.8	-0.012	sa_hcd	FTMS + c ESI d sa Full ms2 583.2991@etd121.47 583.2991@hcd30.00 [100.0000-1177.0000]	2.557
706505	875	Predicted	42.866	0.297	30000	1	869	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	507377.8	0.013	sa_cid	FTMS + c ESI d sa Full ms2 583.2991@etd121.47 583.2991@cid30.00 [100.0000-1177.0000]	2.557
706505	876	On	0.381	0.147	60000	0	-1	-1.0000	0	-1.00	-1.00	211723716.351313	-151810949.764947	-6.75	-0.19	-0.17	733844.1	-0.010		FTMS + p ESI Full ms [350.0000-2000.0000]	2.557
706505	877	Predicted	0.396	0.199	30000	1	855	0	3	-25.99	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	645937.9	0.024	hcd	FTMS + c ESI d Full ms2 432.8999@hcd30.00 [100.0000-1309.0000]	2.557
706505	878	Predicted	0.414	0.135	30000	1	855	0	3	-26.01	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	443672.1	0.029	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]	2.557
706505	879	Predicted	9.380	0.249	30000	1	855	0	2	-35.71	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	859808.6	0.042	hcd	FTMS + c ESI d Full ms2 648.8462@hcd30.00 [100.0000-1308.0000]	2.557
706505	880	Predicted	0.473	0.220	30000	1	877	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	652668.7	0	etd	FTMS + c ESI d Full ms2 432.8999@etd53.99 [100.0000-1309.0000]	2.557
706505	881	Predicted	0.448	0.180	30000	1	877	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	558329.6	-0.017	sa_hcd	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@hcd30.00 [100.0000-1309.0000]	2.557
706505	882	Predicted	0.448	0.197	30000	1	877	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	522766.2	-0.005	sa_cid	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@cid30.00 [100.0000-1309.0000]	2.557
706505	883	Predicted	0.509	0.178	30000	1	878	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	380649.8	-0.015	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.557
706505	884	Predicted	0.465	0.180	30000	1	878	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	457098.9	0.007	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.557
706505	885	Predicted	0.465	0.197	30000	1	878	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	381906.9	-0.043	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.549
706505	886	Predicted	8.989	0.253	30000	1	879	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	428040.9	-0.005	etd	FTMS + c ESI d Full ms2 648.8462@etd121.47 [100.0000-1308.0000]	2.549
706505	887	Predicted	8.196	0.255	30000	1	879	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	417943.7	0.019	sa_hcd	FTMS + c ESI d sa Full ms2 648.8462@etd121.47 648.8462@hcd30.00 [100.0000-1308.0000]	2.549
706505	888	Predicted	8.196	0.262	30000	1	879	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	422938.0	-0.008	sa_cid	FTMS + c ESI d sa Full ms2 648.8462@etd121.47 648.8462@cid30.00 [100.0000-1308.0000]	2.549
706505	889	Predicted	11.382	0.135	30000	1	855	0	2	-35.76	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	654264.9	0.040	hcd	FTMS + c ESI d Full ms2 649.8491@hcd30.00 [100.0000-1310.0000]	2.549
706505	890	Predicted	42.864	0.134	30000	1	855	0	2	-32.55	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	818145.2	0.032	hcd	FTMS + c ESI d Full ms2 583.2987@hcd30.00 [100.0000-1177.0000]	2.549
706505	891	Predicted	9.887	0.254	30000	1	889	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	286346.7	-0.039	etd	FTMS + c ESI d Full ms2 649.8491@etd121.47 [100.0000-1310.0000]	2.549
706505	892	Predicted	7.956	0.255	30000	1	889	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	295017.6	0.008	sa_hcd	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@hcd30.00 [100.0000-1310.0000]	2.549
706505	893	Predicted	7.956	0.262	30000	1	889	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	288001.9	-0.032	sa_cid	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@cid30.00 [100.0000-1310.0000]	2.549
706505	894	Predicted	38.202	0.282	30000	1	890	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	434852.4	0	etd	FTMS + c ESI d Full ms2 583.2987@etd121.47 [100.0000-1177.0000]	2.549
706505	895	Predicted	32.245	0.280	30000	1	890	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	399746.7	0	sa_hcd	FTMS + c ESI d sa Full ms2 583.2987@etd121.47 583.2987@hcd30.00 [100.0000-1177.0000]	2.549
706505	896	Predicted	32.245	0.286	30000	1	890	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	385820.0	0.005	sa_cid	FTMS + c ESI d sa Full ms2 583.2987@etd121.47 583.2987@cid30.00 [100.0000-1177.0000]	2.555
706505	897	On	0.320	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723729.864735	-151810969.147928	-6.75	-0.16	-0.17	706816.6	-0.012		FTMS + p ESI Full ms [350.0000-2000.0000]	2.555
706505	898	Predicted	0.448	0.199	30000	1	876	0	3	-25.99	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	759583.2	0.038	hcd	FTMS + c ESI d Full ms2 432.8999@hcd30.00 [100.0000-1309.0000]	2.555
706505	899	Predicted	0.465	0.135	30000	1	876	0	3	-26.01	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	516870.1	0.040	hcd	FTMS + c ESI d Full ms2 433.9023@hcd30.00 [100.0000-1312.0000]	2.555
706505	900	Predicted	8.196	0.259	30000	1	876	0	2	-35.71	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	731414.5	0.025	hcd	FTMS + c ESI d Full ms2 648.8463@hcd30.00 [100.0000-1308.0000]	2.555
706505	901	Predicted	0.485	0.206	30000	1	898	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	664829.7	0.005	etd	FTMS + c ESI d Full ms2 432.8999@etd53.99 [100.0000-1309.0000]	2.555
706505	902	Predicted	0.460	0.180	30000	1	898	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	569653.5	-0.017	sa_hcd	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@hcd30.00 [100.0000-1309.0000]	2.555
706505	903	Predicted	0.460	0.197	30000	1	898	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	544451.8	0	sa_cid	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@cid30.00 [100.0000-1309.0000]	2.555
706505	904	Predicted	0.533	0.177	30000	1	899	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	414406.9	0.019	etd	FTMS + c ESI d Full ms2 433.9023@etd53.99 [100.0000-1312.0000]	2.555
706505	905	Predicted	0.482	0.180	30000	1	899	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	484694.9	-0.041	sa_hcd	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@hcd30.00 [100.0000-1312.0000]	2.555
706505	906	Predicted	0.482	0.197	30000	1	899	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	398943.1	-0.008	sa_cid	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@cid30.00 [100.0000-1312.0000]	2.555
706505	907	Predicted	10.855	0.255	30000	1	900	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	521529.4	-0.018	etd	FTMS + c ESI d Full ms2 648.8463@etd121.47 [100.0000-1308.0000]	2.555
706505	908	Predicted	9.978	0.257	30000	1	900	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	499058.8	0.006	sa_hcd	FTMS + c ESI d sa Full ms2 648.8463@etd121.47 648.8463@hcd30.00 [100.0000-1308.0000]	2.555
706505	909	Predicted	9.978	0.264	30000	1	900	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	512075.8	0	sa_cid	FTMS + c ESI d sa Full ms2 648.8463@etd121.47 648.8463@cid30.00 [100.0000-1308.0000]	2.553
706505	910	Predicted	32.242	0.135	30000	1	876	0	2	-32.55	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	625841.8	0.042	hcd	FTMS + c ESI d Full ms2 583.2988@hcd30.00 [100.0000-1177.0000]	2.553
706505	911	Predicted	7.955	0.135	30000	1	876	0	2	-35.76	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	487315.8	0.014	hcd	FTMS + c ESI d Full ms2 649.8490@hcd30.00 [100.0000-1310.0000]	2.553
706505	912	Predicted	50.645	0.294	30000	1	910	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	510445.9	0	etd	FTMS + c ESI d Full ms2 583.2988@etd121.47 [100.0000-1177.0000]	2.553
706505	913	Predicted	46.229	0.293	30000	1	910	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	522635.6	-0.009	sa_hcd	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@hcd30.00 [100.0000-1177.0000]	2.553
706505	914	Predicted	46.229	0.300	30000	1	910	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	508483.1	0	sa_cid	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@cid30.00 [100.0000-1177.0000]	2.553
706505	915	Predicted	13.498	0.258	30000	1	911	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	398074.5	-0.031	etd	FTMS + c ESI d Full ms2 649.8490@etd121.47 [100.0000-1310.0000]	2.553
706505	916	Predicted	12.285	0.259	30000	1	911	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	436439.6	0.011	sa_hcd	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@hcd30.00 [100.0000-1310.0000]	2.553
706505	917	Predicted	12.285	0.266	30000	1	911	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	403350.3	-0.028	sa_cid	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@cid30.00 [100.0000-1310.0000]	2.553
706505	918	On	0.255	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723736.140441	-151810978.140900	-6.75	-0.14	-0.17	563500.3	-0.020		FTMS + p ESI Full ms [350.0000-2000.0000]	2.553
706505	919	Predicted	0.460	0.199	30000	1	897	0	3	-25.99	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	788596.3	0.041	hcd	FTMS + c ESI d Full ms2 432.8998@hcd30.00 [100.0000-1309.0000]	2.557
706505	920	Predicted	0.482	0.135	30000	1	897	0	3	-26.01	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	533498.4	0.045	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]	2.557
706505	921	Predicted	9.978	0.263	30000	1	897	0	2	-35.71	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	858861.4	0.041	hcd	FTMS + c ESI d Full ms2 648.8461@hcd30.00 [100.0000-1308.0000]	2.557
706505	922	Predicted	0.455	0.221	30000	1	919	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	617119.1	-0.001	etd	FTMS + c ESI d Full ms2 432.8998@etd53.99 [100.0000-1309.0000]	2.557
706505	923	Predicted	0.431	0.180	30000	1	919	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	541681.3	-0.013	sa_hcd	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@hcd30.00 [100.0000-1309.0000]	2.557
706505	924	Predicted	0.431	0.197	30000	1	919	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	487175.3	-0.015	sa_cid	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@cid30.00 [100.0000-1309.0000]	2.557
706505	925	Predicted	0.497	0.177	30000	1	920	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	358225.2	-0.007	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.557
706505	926	Predicted	0.453	0.180	30000	1	920	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	391410.8	-0.028	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.557
706505	927	Predicted	0.453	0.197	30000	1	920	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	422908.7	-0.023	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.557
706505	928	Predicted	7.825	0.252	30000	1	921	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	392024.5	-0.026	etd	FTMS + c ESI d Full ms2 648.8461@etd121.47 [100.0000-1308.0000]	2.557
706505	929	Predicted	7.000	0.254	30000	1	921	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	356373.3	0.021	sa_hcd	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@hcd30.00 [100.0000-1308.0000]	2.557
706505	930	Predicted	7.000	0.262	30000	1	921	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	373754.0	-0.021	sa_cid	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@cid30.00 [100.0000-1308.0000]	2.557
706505	931	Predicted	12.286	0.135	30000	1	897	0	2	-35.76	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	727992.0	0.038	hcd	FTMS + c ESI d Full ms2 649.8491@hcd30.00 [100.0000-1310.0000]	2.557
706505	932	Predicted	46.229	0.135	30000	1	897	0	2	-32.55	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	825282.4	0.037	hcd	FTMS + c ESI d Full ms2 583.2986@hcd30.00 [100.0000-1177.0000]	2.557
706505	933	Predicted	11.176	0.255	30000	1	931	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	337934.4	-0.031	etd	FTMS + c ESI d Full ms2 649.8491@etd121.47 [100.0000-1310.0000]	2.546
706505	934	Predicted	9.833	0.257	30000	1	931	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	356901.8	0.012	sa_hcd	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@hcd30.00 [100.0000-1310.0000]	2.546
706505	935	Predicted	9.833	0.264	30000	1	931	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	358799.4	-0.017	sa_cid	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@cid30.00 [100.0000-1310.0000]	2.546
706505	936	Predicted	41.537	0.285	30000	1	932	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	422642.4	-0.002	etd	FTMS + c ESI d Full ms2 583.2986@etd121.47 [100.0000-1177.0000]	2.546
706505	937	Predicted	36.747	0.284	30000	1	932	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	408341.4	-0.024	sa_hcd	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@hcd30.00 [100.0000-1177.0000]	2.546
706505	938	Predicted	36.747	0.291	30000	1	932	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	428607.8	-0.001	sa_cid	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@cid30.00 [100.0000-1177.0000]	2.546
706505	939	On	0.256	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723735.815034	-151810977.678759	-6.75	-0.14	-0.17	542456.6	-0.022		FTMS + p ESI Full ms [350.0000-2000.0000]	2.546
706505	940	Predicted	0.431	0.199	30000	1	918	0	3	-25.99	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	661436.1	0.045	hcd	FTMS + c ESI d Full ms2 432.8998@hcd30.00 [100.0000-1309.0000]	2.546
706505	941	Predicted	0.453	0.135	30000	1	918	0	3	-26.01	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	484734.8	0.007	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]	2.546
706505	942	Predicted	7.001	0.259	30000	1	918	0	2	-35.71	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	665681.6	0.026	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]	2.546
706505	943	Predicted	0.429	0.212	30000	1	940	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	619865.5	0.004	etd	FTMS + c ESI d Full ms2 432.8998@etd53.99 [100.0000-1309.0000]	2.555
706505	944	Predicted	0.406	0.180	30000	1	940	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	468896.7	-0.008	sa_hcd	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@hcd30.00 [100.0000-1309.0000]	2.555
706505	945	Predicted	0.406	0.197	30000	1	940	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	522734.1	-0.012	sa_cid	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@cid30.00 [100.0000-1309.0000]	2.555
706505	946	Predicted	0.469	0.177	30000	1	941	0	3	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	362910.6	-0.016	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.555
706505	947	Predicted	0.426	0.180	30000	1	941	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	394788.7	-0.081	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.555
706505	948	Predicted	0.426	0.197	30000	1	941	0	3	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	398652.6	-0.021	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.555
706505	949	Predicted	7.875	0.252	30000	1	942	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	404576.6	-0.013	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]	2.555
706505	950	Predicted	7.152	0.254	30000	1	942	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	374732.6	0.021	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]	2.555
706505	951	Predicted	7.152	0.261	30000	1	942	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	405586.4	-0.023	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]	2.555
706505	952	Predicted	36.744	0.135	30000	1	918	0	2	-32.55	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	728780.2	0.038	hcd	FTMS + c ESI d Full ms2 583.2988@hcd30.00 [100.0000-1177.0000]	2.555
706505	953	Predicted	9.831	0.135	30000	1	918	0	2	-35.76	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	584854.0	0.026	hcd	FTMS + c ESI d Full ms2 649.8489@hcd30.00 [100.0000-1310.0000]	2.555
706505	954	Predicted	24.819	0.270	30000	1	952	0	2	-1.00	1.60	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	32365.7	0	etd	FTMS + c ESI d Full ms2 583.2988@etd121.47 [100.0000-1177.0000]	2.555
706505	955	Predicted	22.877	0.270	30000	1	952	0	2	-1.00	2.00	211723797.175588	-151811065.671095	-6.75	-0.08	-0.09	28402.0	0	sa_hcd	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@hcd30.00 [100.0000-1177.0000]	2.557
